transaction_id,customer_id,product_id,quantity,timestamp
78,CUST_251,PROD_65,3,2026-01-24 04:49:34
79,CUST_211,PROD_94,2,2026-01-12 23:16:34
80,CUST_378,PROD_20,5,2026-01-14 08:19:34
81,CUST_38,PROD_22,3,2025-12-29 05:31:15
82,CUST_149,PROD_34,4,2026-01-01 06:58:39
83,CUST_59,PROD_87,4,2026-01-23 12:24:11
84,CUST_99,PROD_73,1,2026-01-13 10:17:03
85,CUST_87,PROD_9,3,2026-01-22 01:54:55
86,CUST_82,PROD_19,2,2026-01-05 09:49:13
87,CUST_218,PROD_10,5,2026-01-06 20:30:00
88,CUST_380,PROD_36,3,2026-01-03 22:14:47
89,CUST_36,PROD_84,2,2026-01-01 12:20:06
90,CUST_376,PROD_62,1,2026-01-10 21:41:16
91,CUST_238,PROD_48,2,2026-01-04 18:24:15
92,CUST_254,PROD_3,4,2026-01-24 17:52:43
93,CUST_443,PROD_13,2,2026-01-13 03:35:04
94,CUST_202,PROD_3,5,2026-01-07 03:29:14
95,CUST_454,PROD_39,5,2026-01-22 23:56:15
96,CUST_79,PROD_51,3,2026-01-18 16:00:45
97,CUST_41,PROD_80,3,2026-01-06 21:57:45
98,CUST_359,PROD_44,5,2025-12-29 22:01:49
99,CUST_306,PROD_84,5,2026-01-08 08:18:32
100,CUST_6,PROD_39,1,2026-01-16 13:13:34
101,CUST_45,PROD_83,1,2026-01-06 08:06:19
102,CUST_141,PROD_74,2,2026-01-04 21:19:26
103,CUST_458,PROD_8,5,2026-01-14 22:20:03
104,CUST_272,PROD_8,3,2025-12-30 05:53:40
105,CUST_69,PROD_81,2,2026-01-25 13:30:13
106,CUST_364,PROD_42,1,2026-01-22 09:50:17
107,CUST_39,PROD_97,4,2026-01-08 17:55:56
108,CUST_254,PROD_98,5,2026-01-22 23:22:57
109,CUST_207,PROD_74,2,2026-01-01 12:56:53
110,CUST_374,PROD_92,1,2026-01-12 22:25:10
111,CUST_414,PROD_92,1,2026-01-10 12:48:07
112,CUST_489,PROD_79,4,2026-01-05 03:27:53
113,CUST_302,PROD_48,1,2026-01-10 09:27:49
114,CUST_457,PROD_40,4,2026-01-20 13:00:30
115,CUST_487,PROD_60,4,2025-12-30 06:19:19
116,CUST_439,PROD_58,4,2025-12-29 04:16:35
117,CUST_465,PROD_93,5,2026-01-05 00:04:07
118,CUST_460,PROD_16,5,2025-12-29 09:57:08
119,CUST_392,PROD_71,1,2026-01-20 09:29:29
120,CUST_249,PROD_28,1,2026-01-18 23:24:00
121,CUST_265,PROD_18,1,2026-01-18 07:02:57
122,CUST_438,PROD_35,5,2026-01-01 04:46:17
123,CUST_500,PROD_77,2,2026-01-13 17:42:15
124,CUST_464,PROD_5,5,2026-01-18 23:31:50
125,CUST_317,PROD_90,5,2026-01-01 18:48:33
126,CUST_58,PROD_62,4,2026-01-12 22:18:44
127,CUST_340,PROD_55,5,2026-01-09 00:07:21
128,CUST_295,PROD_85,5,2026-01-07 22:21:11
129,CUST_372,PROD_8,3,2025-12-29 22:52:16
130,CUST_436,PROD_80,3,2026-01-11 03:15:04
131,CUST_255,PROD_100,4,2026-01-11 09:36:11
132,CUST_192,PROD_7,5,2026-01-07 12:22:24
133,CUST_276,PROD_7,1,2026-01-10 18:05:50
134,CUST_333,PROD_45,1,2026-01-12 01:57:51
135,CUST_170,PROD_21,2,2026-01-07 09:55:46
136,CUST_120,PROD_16,2,2026-01-13 09:04:09
137,CUST_162,PROD_83,5,2026-01-17 06:40:30
138,CUST_364,PROD_5,2,2026-01-24 13:05:42
139,CUST_178,PROD_96,1,2026-01-26 22:58:40
140,CUST_170,PROD_26,1,2025-12-30 21:03:12
141,CUST_137,PROD_71,3,2026-01-17 02:28:28
142,CUST_361,PROD_84,5,2026-01-13 16:02:58
143,CUST_178,PROD_9,2,2026-01-24 07:24:55
144,CUST_368,PROD_67,1,2026-01-09 09:47:31
145,CUST_499,PROD_54,4,2026-01-26 12:45:08
146,CUST_492,PROD_45,3,2026-01-04 00:34:02
147,CUST_160,PROD_46,2,2025-12-30 01:32:00
148,CUST_257,PROD_94,5,2026-01-25 08:38:48
149,CUST_87,PROD_47,2,2026-01-11 06:19:36
150,CUST_302,PROD_16,2,2026-01-18 04:45:36
151,CUST_285,PROD_33,3,2026-01-02 03:44:09
152,CUST_113,PROD_100,4,2026-01-07 05:22:57
153,CUST_47,PROD_60,4,2026-01-05 04:58:17
154,CUST_325,PROD_37,4,2026-01-10 04:44:07
155,CUST_376,PROD_34,3,2026-01-15 16:57:50
156,CUST_455,PROD_71,3,2026-01-22 06:13:27
157,CUST_39,PROD_93,1,2025-12-31 12:09:31
158,CUST_104,PROD_82,3,2026-01-20 03:05:24
159,CUST_465,PROD_66,1,2026-01-21 02:10:47
160,CUST_384,PROD_84,3,2026-01-25 13:58:30
161,CUST_291,PROD_29,1,2026-01-07 13:51:26
162,CUST_320,PROD_94,5,2026-01-11 16:58:28
163,CUST_482,PROD_71,5,2026-01-22 01:25:10
164,CUST_124,PROD_97,2,2026-01-23 07:34:44
165,CUST_395,PROD_37,2,2026-01-23 15:55:47
166,CUST_309,PROD_41,5,2026-01-26 20:58:06
167,CUST_460,PROD_84,5,2026-01-06 02:28:44
168,CUST_12,PROD_19,5,2026-01-27 06:51:27
169,CUST_147,PROD_35,2,2026-01-09 03:03:09
170,CUST_11,PROD_85,2,2026-01-07 10:51:34
171,CUST_288,PROD_3,4,2026-01-16 14:36:53
172,CUST_231,PROD_48,5,2026-01-19 04:15:00
173,CUST_264,PROD_72,3,2025-12-30 20:40:38
174,CUST_328,PROD_70,2,2026-01-08 05:58:22
175,CUST_179,PROD_32,3,2026-01-14 17:11:48
176,CUST_25,PROD_49,5,2026-01-26 15:32:25
177,CUST_288,PROD_76,3,2026-01-05 16:02:21
178,CUST_290,PROD_23,2,2025-12-31 16:49:50
179,CUST_277,PROD_97,3,2026-01-21 07:09:32
180,CUST_336,PROD_96,1,2026-01-24 03:21:29
181,CUST_382,PROD_86,2,2026-01-06 11:01:06
182,CUST_485,PROD_22,1,2026-01-04 13:20:04
183,CUST_17,PROD_41,4,2026-01-15 13:28:09
184,CUST_421,PROD_57,4,2026-01-27 05:08:29
185,CUST_120,PROD_15,5,2026-01-06 01:44:41
186,CUST_8,PROD_97,3,2026-01-24 08:55:51
187,CUST_155,PROD_97,3,2026-01-02 11:10:22
188,CUST_294,PROD_23,4,2026-01-10 08:16:51
189,CUST_122,PROD_9,2,2026-01-24 01:17:23
190,CUST_130,PROD_15,2,2026-01-13 22:07:27
191,CUST_301,PROD_65,4,2026-01-06 17:46:37
192,CUST_5,PROD_86,3,2026-01-25 20:52:20
193,CUST_479,PROD_69,3,2026-01-11 02:57:08
194,CUST_487,PROD_26,2,2026-01-26 13:31:10
195,CUST_480,PROD_56,3,2026-01-19 16:06:33
196,CUST_94,PROD_71,2,2026-01-20 12:52:13
197,CUST_349,PROD_54,2,2026-01-01 09:42:03
198,CUST_154,PROD_64,3,2026-01-02 17:09:16
199,CUST_80,PROD_36,4,2026-01-17 10:21:10
200,CUST_53,PROD_45,1,2026-01-13 19:41:34
201,CUST_315,PROD_23,3,2026-01-26 08:37:26
202,CUST_220,PROD_59,5,2026-01-09 08:03:38
203,CUST_98,PROD_37,2,2026-01-18 00:45:10
204,CUST_454,PROD_5,3,2026-01-12 04:22:51
205,CUST_206,PROD_51,3,2026-01-08 18:26:07
206,CUST_281,PROD_51,5,2026-01-24 08:14:38
207,CUST_215,PROD_43,4,2026-01-06 06:04:41
208,CUST_94,PROD_74,5,2026-01-14 21:15:37
209,CUST_206,PROD_74,3,2026-01-15 23:30:29
210,CUST_285,PROD_89,3,2026-01-12 00:45:12
211,CUST_291,PROD_38,3,2026-01-24 11:31:03
212,CUST_112,PROD_93,4,2026-01-20 15:56:27
213,CUST_405,PROD_78,5,2026-01-27 08:52:40
214,CUST_475,PROD_69,3,2026-01-24 20:51:28
215,CUST_336,PROD_3,4,2026-01-18 12:52:50
216,CUST_461,PROD_63,2,2026-01-12 19:16:06
217,CUST_469,PROD_71,4,2026-01-12 09:07:45
218,CUST_129,PROD_94,5,2026-01-09 12:30:42
219,CUST_383,PROD_21,1,2026-01-23 09:34:28
220,CUST_285,PROD_3,4,2026-01-19 18:36:17
221,CUST_158,PROD_24,4,2026-01-15 20:32:22
222,CUST_414,PROD_73,3,2026-01-06 11:09:56
223,CUST_156,PROD_67,4,2026-01-25 08:09:47
224,CUST_249,PROD_79,2,2025-12-29 16:23:45
225,CUST_70,PROD_54,5,2026-01-12 16:23:39
226,CUST_305,PROD_18,5,2025-12-29 02:51:23
227,CUST_248,PROD_27,3,2026-01-02 00:40:49
228,CUST_328,PROD_18,4,2026-01-22 15:24:55
229,CUST_338,PROD_38,3,2026-01-09 04:04:52
230,CUST_245,PROD_85,3,2026-01-23 12:44:54
231,CUST_428,PROD_76,2,2026-01-15 12:52:50
232,CUST_483,PROD_40,3,2026-01-12 23:03:57
233,CUST_383,PROD_99,4,2026-01-14 01:25:15
234,CUST_300,PROD_75,2,2026-01-24 03:37:20
235,CUST_5,PROD_53,1,2026-01-27 03:34:58
236,CUST_103,PROD_45,3,2026-01-03 00:05:01
237,CUST_65,PROD_9,5,2026-01-06 13:53:05
238,CUST_72,PROD_40,5,2026-01-04 10:37:40
239,CUST_324,PROD_47,2,2026-01-05 16:36:33
240,CUST_159,PROD_32,5,2026-01-27 10:15:12
241,CUST_67,PROD_39,1,2026-01-16 01:34:10
242,CUST_190,PROD_3,4,2026-01-04 08:41:48
243,CUST_369,PROD_38,3,2026-01-11 08:32:02
244,CUST_466,PROD_93,4,2026-01-03 11:44:09
245,CUST_333,PROD_86,5,2026-01-04 22:01:33
246,CUST_386,PROD_21,3,2025-12-29 23:34:08
247,CUST_281,PROD_19,2,2026-01-19 10:01:09
248,CUST_270,PROD_20,5,2026-01-10 04:18:05
249,CUST_231,PROD_86,4,2026-01-23 03:34:17
250,CUST_129,PROD_61,3,2026-01-18 02:43:31
251,CUST_143,PROD_86,5,2025-12-30 04:41:50
252,CUST_446,PROD_3,1,2025-12-29 10:55:44
253,CUST_434,PROD_84,2,2026-01-22 04:36:06
254,CUST_159,PROD_71,2,2025-12-31 20:03:57
255,CUST_141,PROD_70,1,2026-01-05 13:00:27
256,CUST_12,PROD_1,4,2026-01-23 11:49:02
257,CUST_444,PROD_20,2,2026-01-05 18:52:37
258,CUST_309,PROD_30,2,2026-01-26 16:59:04
259,CUST_429,PROD_41,4,2026-01-12 04:51:08
260,CUST_346,PROD_27,4,2026-01-10 06:52:51
261,CUST_496,PROD_80,5,2026-01-01 03:44:46
262,CUST_213,PROD_19,1,2026-01-08 16:42:51
263,CUST_184,PROD_5,4,2026-01-11 06:00:29
264,CUST_110,PROD_96,5,2026-01-15 21:10:11
265,CUST_406,PROD_57,3,2026-01-16 02:50:45
266,CUST_209,PROD_45,3,2026-01-21 13:57:49
267,CUST_211,PROD_69,2,2026-01-21 13:03:26
268,CUST_49,PROD_63,5,2026-01-25 06:38:59
269,CUST_68,PROD_5,4,2026-01-11 16:56:57
270,CUST_20,PROD_25,5,2026-01-19 05:25:34
271,CUST_280,PROD_93,5,2026-01-06 10:12:59
272,CUST_186,PROD_67,4,2026-01-23 15:12:52
273,CUST_399,PROD_40,1,2025-12-31 23:10:42
274,CUST_356,PROD_69,3,2026-01-20 16:57:05
275,CUST_347,PROD_32,1,2026-01-08 02:01:03
276,CUST_353,PROD_57,4,2026-01-11 16:53:41
277,CUST_253,PROD_69,2,2026-01-02 14:28:13
278,CUST_454,PROD_2,4,2026-01-16 10:38:24
279,CUST_44,PROD_5,5,2025-12-30 07:21:25
280,CUST_168,PROD_22,1,2026-01-02 14:02:03
281,CUST_271,PROD_56,4,2025-12-30 22:46:54
282,CUST_263,PROD_96,3,2026-01-17 16:08:07
283,CUST_87,PROD_88,1,2025-12-30 17:51:42
284,CUST_271,PROD_58,3,2026-01-04 13:18:50
285,CUST_348,PROD_51,1,2026-01-19 19:40:26
286,CUST_490,PROD_47,1,2026-01-09 16:56:29
287,CUST_95,PROD_93,3,2026-01-11 17:49:48
288,CUST_184,PROD_12,3,2026-01-09 16:48:51
289,CUST_262,PROD_79,5,2025-12-30 20:11:25
290,CUST_355,PROD_86,5,2026-01-18 00:17:09
291,CUST_277,PROD_17,4,2026-01-08 01:54:26
292,CUST_89,PROD_76,2,2026-01-01 23:53:01
293,CUST_180,PROD_51,1,2025-12-31 10:42:21
294,CUST_290,PROD_75,1,2026-01-22 18:45:57
295,CUST_61,PROD_21,2,2026-01-19 05:27:53
296,CUST_310,PROD_32,4,2026-01-18 11:13:09
297,CUST_96,PROD_63,5,2026-01-25 10:49:14
298,CUST_86,PROD_21,4,2026-01-14 02:34:17
299,CUST_28,PROD_9,3,2026-01-19 11:58:32
300,CUST_443,PROD_68,4,2026-01-18 18:07:22
301,CUST_436,PROD_26,5,2026-01-11 22:41:10
302,CUST_305,PROD_19,5,2026-01-11 20:07:14
303,CUST_176,PROD_12,3,2026-01-24 00:34:01
304,CUST_356,PROD_73,1,2026-01-27 05:25:01
305,CUST_127,PROD_28,3,2026-01-21 20:59:48
306,CUST_395,PROD_8,3,2026-01-02 01:12:51
307,CUST_451,PROD_49,1,2026-01-23 07:20:00
308,CUST_417,PROD_5,3,2026-01-21 07:04:26
309,CUST_9,PROD_31,2,2026-01-21 19:54:04
310,CUST_25,PROD_100,5,2026-01-14 02:45:22
311,CUST_144,PROD_78,2,2026-01-24 17:48:20
312,CUST_472,PROD_22,2,2026-01-01 18:49:08
313,CUST_164,PROD_43,2,2026-01-18 03:54:48
314,CUST_455,PROD_18,2,2026-01-10 10:50:03
315,CUST_354,PROD_50,1,2026-01-26 02:08:28
316,CUST_331,PROD_1,1,2025-12-30 14:33:25
317,CUST_405,PROD_65,1,2026-01-06 01:52:59
318,CUST_165,PROD_57,5,2026-01-04 13:52:04
319,CUST_432,PROD_51,1,2026-01-06 01:29:36
320,CUST_222,PROD_60,1,2026-01-08 18:33:19
321,CUST_216,PROD_91,4,2026-01-16 09:17:26
322,CUST_34,PROD_15,1,2026-01-15 17:22:48
323,CUST_350,PROD_57,2,2026-01-09 12:09:21
324,CUST_85,PROD_85,1,2026-01-19 02:22:02
325,CUST_244,PROD_31,2,2026-01-21 01:24:51
326,CUST_36,PROD_3,5,2026-01-07 23:37:41
327,CUST_340,PROD_18,3,2026-01-23 04:46:10
328,CUST_247,PROD_37,5,2026-01-22 08:26:00
329,CUST_464,PROD_82,3,2026-01-26 06:37:15
330,CUST_334,PROD_97,5,2026-01-12 23:56:08
331,CUST_85,PROD_63,1,2026-01-03 06:31:53
332,CUST_442,PROD_77,4,2026-01-11 13:04:10
333,CUST_457,PROD_81,1,2026-01-12 22:18:32
334,CUST_154,PROD_27,3,2026-01-25 16:02:13
335,CUST_265,PROD_55,3,2026-01-24 09:03:37
336,CUST_439,PROD_41,1,2026-01-12 01:08:05
337,CUST_144,PROD_45,1,2026-01-15 07:53:52
338,CUST_164,PROD_7,5,2025-12-31 18:08:10
339,CUST_318,PROD_63,1,2026-01-19 22:29:50
340,CUST_50,PROD_58,1,2026-01-19 14:03:12
341,CUST_330,PROD_93,5,2026-01-22 07:19:40
342,CUST_361,PROD_43,4,2026-01-06 13:59:43
343,CUST_343,PROD_31,1,2026-01-13 15:48:16
344,CUST_43,PROD_36,2,2026-01-23 03:49:09
345,CUST_219,PROD_95,4,2026-01-22 16:31:54
346,CUST_431,PROD_24,4,2025-12-30 19:55:48
347,CUST_168,PROD_30,4,2026-01-07 13:37:57
348,CUST_307,PROD_49,1,2026-01-24 00:44:12
349,CUST_351,PROD_56,2,2026-01-21 09:46:44
350,CUST_73,PROD_6,3,2026-01-04 01:07:01
351,CUST_91,PROD_81,3,2026-01-17 01:37:29
352,CUST_165,PROD_59,4,2026-01-04 07:02:43
353,CUST_248,PROD_74,2,2026-01-04 08:05:48
354,CUST_209,PROD_23,2,2026-01-17 01:32:52
355,CUST_399,PROD_67,5,2026-01-24 20:30:38
356,CUST_219,PROD_31,3,2026-01-20 15:51:22
357,CUST_486,PROD_39,4,2026-01-08 12:58:17
358,CUST_49,PROD_65,5,2026-01-25 17:31:26
359,CUST_225,PROD_27,1,2026-01-21 19:40:34
360,CUST_461,PROD_5,3,2026-01-27 15:53:50
361,CUST_322,PROD_19,5,2026-01-11 14:29:15
362,CUST_52,PROD_52,4,2026-01-16 12:54:12
363,CUST_78,PROD_95,4,2026-01-01 16:44:56
364,CUST_46,PROD_92,2,2026-01-12 20:03:59
365,CUST_423,PROD_24,5,2025-12-30 19:34:20
366,CUST_305,PROD_67,1,2026-01-01 01:31:18
367,CUST_331,PROD_75,1,2026-01-25 04:33:26
368,CUST_293,PROD_5,4,2026-01-10 09:47:34
369,CUST_460,PROD_19,4,2026-01-24 20:10:15
370,CUST_260,PROD_1,4,2026-01-22 15:26:53
371,CUST_286,PROD_26,4,2025-12-31 04:29:41
372,CUST_480,PROD_5,4,2025-12-31 19:12:08
373,CUST_434,PROD_60,2,2026-01-05 17:28:00
374,CUST_258,PROD_92,3,2026-01-18 20:41:28
375,CUST_410,PROD_91,3,2026-01-02 13:57:09
376,CUST_49,PROD_6,5,2026-01-26 23:49:48
377,CUST_489,PROD_42,3,2026-01-03 04:42:56
378,CUST_99,PROD_27,5,2026-01-06 04:53:22
379,CUST_150,PROD_18,3,2025-12-29 12:16:58
380,CUST_38,PROD_90,5,2026-01-26 09:27:24
381,CUST_23,PROD_14,4,2026-01-02 10:42:21
382,CUST_262,PROD_52,4,2026-01-16 01:58:26
383,CUST_333,PROD_79,3,2026-01-03 09:44:44
384,CUST_117,PROD_33,4,2026-01-11 01:31:22
385,CUST_125,PROD_12,4,2025-12-29 23:41:00
386,CUST_435,PROD_22,4,2026-01-09 07:08:51
387,CUST_103,PROD_5,4,2025-12-30 11:50:34
388,CUST_438,PROD_79,3,2026-01-23 23:15:33
389,CUST_442,PROD_69,2,2026-01-25 14:51:03
390,CUST_300,PROD_21,3,2026-01-21 08:00:46
391,CUST_457,PROD_53,4,2026-01-09 07:38:04
392,CUST_39,PROD_83,5,2026-01-23 23:32:02
393,CUST_40,PROD_66,5,2026-01-19 09:57:33
394,CUST_40,PROD_58,3,2026-01-22 00:04:11
395,CUST_419,PROD_26,3,2026-01-12 06:15:50
396,CUST_428,PROD_15,1,2026-01-24 13:32:35
397,CUST_349,PROD_96,5,2026-01-23 17:55:43
398,CUST_142,PROD_98,4,2026-01-08 18:54:13
399,CUST_78,PROD_22,4,2026-01-11 21:17:51
400,CUST_209,PROD_68,3,2026-01-15 03:21:46
401,CUST_42,PROD_48,2,2026-01-05 21:17:18
402,CUST_488,PROD_42,4,2026-01-06 12:54:27
403,CUST_413,PROD_31,5,2026-01-10 06:59:49
404,CUST_430,PROD_7,5,2026-01-07 18:14:40
405,CUST_493,PROD_68,1,2026-01-23 09:59:06
406,CUST_246,PROD_91,1,2026-01-13 01:12:54
407,CUST_357,PROD_22,4,2026-01-19 20:05:28
408,CUST_29,PROD_95,4,2026-01-11 11:04:24
409,CUST_471,PROD_5,5,2026-01-25 02:20:13
410,CUST_5,PROD_45,3,2026-01-11 23:06:34
411,CUST_477,PROD_91,3,2026-01-19 07:36:36
412,CUST_434,PROD_42,2,2026-01-18 04:54:52
413,CUST_391,PROD_23,2,2025-12-31 05:00:33
414,CUST_359,PROD_22,2,2026-01-17 05:29:46
415,CUST_393,PROD_57,4,2026-01-24 21:48:22
416,CUST_91,PROD_63,3,2026-01-26 01:16:54
417,CUST_208,PROD_25,4,2026-01-24 22:48:56
418,CUST_401,PROD_74,3,2026-01-01 08:02:03
419,CUST_415,PROD_77,1,2026-01-01 14:21:59
420,CUST_89,PROD_12,2,2026-01-20 19:56:16
421,CUST_163,PROD_3,1,2026-01-22 11:30:13
422,CUST_377,PROD_26,4,2026-01-11 04:31:20
423,CUST_277,PROD_30,4,2026-01-21 07:14:05
424,CUST_239,PROD_82,4,2026-01-25 03:42:04
425,CUST_188,PROD_95,4,2026-01-08 14:22:16
426,CUST_470,PROD_8,1,2026-01-03 19:27:44
427,CUST_455,PROD_71,2,2026-01-12 11:11:43
428,CUST_459,PROD_72,2,2025-12-29 01:02:31
429,CUST_308,PROD_87,3,2026-01-19 04:04:40
430,CUST_67,PROD_67,3,2026-01-06 07:58:47
431,CUST_70,PROD_80,3,2026-01-09 10:32:58
432,CUST_64,PROD_2,1,2026-01-02 03:38:53
433,CUST_262,PROD_1,3,2026-01-15 16:04:05
434,CUST_500,PROD_57,4,2026-01-18 01:13:19
435,CUST_69,PROD_88,1,2026-01-01 13:19:58
436,CUST_482,PROD_43,1,2026-01-10 14:32:15
437,CUST_336,PROD_33,5,2025-12-29 02:35:27
438,CUST_235,PROD_95,5,2026-01-26 00:52:42
439,CUST_218,PROD_72,1,2026-01-07 07:13:42
440,CUST_75,PROD_97,5,2026-01-20 13:29:22
441,CUST_384,PROD_27,2,2026-01-09 17:52:54
442,CUST_319,PROD_38,5,2026-01-21 08:05:59
443,CUST_73,PROD_99,4,2026-01-19 08:29:06
444,CUST_127,PROD_100,5,2026-01-20 23:38:32
445,CUST_296,PROD_44,5,2026-01-13 16:24:03
446,CUST_118,PROD_45,3,2026-01-04 08:42:41
447,CUST_375,PROD_36,2,2025-12-30 06:11:04
448,CUST_363,PROD_29,3,2026-01-20 22:03:24
449,CUST_210,PROD_41,4,2026-01-07 09:47:46
450,CUST_225,PROD_86,3,2026-01-18 10:14:30
451,CUST_118,PROD_16,4,2026-01-15 10:19:45
452,CUST_39,PROD_50,1,2026-01-18 01:26:30
453,CUST_305,PROD_17,4,2025-12-29 09:02:11
454,CUST_480,PROD_6,3,2026-01-25 18:30:00
455,CUST_360,PROD_50,3,2026-01-09 12:23:39
456,CUST_404,PROD_11,1,2026-01-23 14:55:15
457,CUST_96,PROD_41,2,2026-01-26 01:12:22
458,CUST_462,PROD_85,5,2026-01-13 05:52:23
459,CUST_387,PROD_77,4,2026-01-18 08:45:56
460,CUST_177,PROD_29,2,2026-01-24 12:13:37
461,CUST_105,PROD_97,3,2025-12-31 23:39:29
462,CUST_73,PROD_87,5,2026-01-07 06:36:32
463,CUST_408,PROD_40,4,2026-01-23 16:28:52
464,CUST_95,PROD_15,4,2026-01-16 02:19:20
465,CUST_200,PROD_24,3,2026-01-25 01:39:51
466,CUST_233,PROD_62,3,2025-12-31 15:53:55
467,CUST_235,PROD_52,1,2026-01-05 03:00:40
468,CUST_453,PROD_71,5,2025-12-29 13:29:36
469,CUST_384,PROD_24,3,2026-01-09 16:28:40
470,CUST_214,PROD_80,1,2026-01-08 05:41:54
471,CUST_450,PROD_62,3,2026-01-23 08:54:41
472,CUST_101,PROD_85,4,2026-01-03 21:37:13
473,CUST_466,PROD_22,4,2026-01-01 21:58:31
474,CUST_416,PROD_62,1,2026-01-12 06:48:54
475,CUST_278,PROD_20,5,2026-01-11 03:46:37
476,CUST_98,PROD_53,3,2026-01-25 12:07:21
477,CUST_155,PROD_20,2,2026-01-03 02:06:38
478,CUST_153,PROD_59,4,2026-01-14 14:35:37
479,CUST_229,PROD_25,2,2025-12-29 15:13:54
480,CUST_314,PROD_57,2,2025-12-30 16:00:02
481,CUST_296,PROD_47,2,2026-01-26 07:08:05
